"Brand","SKU","Category","Title","Text","Quantity","Price","Price Old","Photo","Characteristics:Cantitate","Characteristics:Putere","Characteristics:Tip","Characteristics:Grit","Characteristics:Greutate"
"","T0015","Sterilizare&Dezinfectare","Solutie AHD 2000 EXpress 250 ml","Dezinfectant profesional pentru mâini, delicat cu pielea și fără efecte alergice. Conține complex de îngrijire care previne uscăciunea, menține elasticitatea și echilibrul natural al pielii. Eficient virucid, bactericid, tuberculocid și fungicid, cu protecție prelungită până la 3 ore.","2","85","95","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/f5d6df535d8633c7ab0d14c0dd1eed44.jpg","250 ml","","","",""
"","T0017","Sterilizare&Dezinfectare","Solutie AHD 2000 Ultra 1000ml","Dezinfectant profesional pentru mâini, delicat cu pielea și fără efecte alergice. Conține complex de îngrijire care previne uscăciunea, menține elasticitatea și echilibrul natural al pielii. Eficient virucid, bactericid, tuberculocid și fungicid, cu protecție prelungită până la 3 ore.","0","220","","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/355568551b76495f4f9d85f909acb6fb.png","1000 ml","","","",""
"","T0016","Sterilizare&Dezinfectare","Solutie AHD 2000 Ultra 250 ml","Dezinfectant profesional pentru mâini, delicat cu pielea și fără efecte alergice. Conține complex de îngrijire care previne uscăciunea, menține elasticitatea și echilibrul natural al pielii. Eficient virucid, bactericid, tuberculocid și fungicid, cu protecție prelungită până la 3 ore.","0","95","","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/334b0aab7aaac5e53f57c4ce1012a5cc.webp","250 ml","","","",""
"","3055","TEHNICA","Lampa AI  Sensor Nail Lamp","Lanternă pentru manichiură cu senzor inteligent AI, ideală pentru uscarea rapidă și uniformă a gelului pe unghii. Design compact și portabil, cu activare automată pentru o experiență comodă și eficientă.","1","495","550","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/e401c909020b8135fc555eefc869bbfd.webp","","","","",""
"","T0871","Design","Air Brash pentru Ombre","Aeropuffing / Ombre Stick. Tehnologie modernă pentru designul unghiilor cu gel-lac, care creează efect de aerografie și design aerat fără a folosi aerograf. Perfectă pentru unghii cu aspect delicat și profesionist.","4","35","39","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/f9aa4bd2698a9d19e7d68174837c9a29.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/a3a5e472d177054fb2bf255b6585c4ee.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/ca02c978bbe18bb471bfef8ceae2bf77.jpg","","","","",""
"","T0872","Design","Air Brash pentru Ombre","Aeropuffing / Ombre Stick. Tehnologie modernă pentru designul unghiilor cu gel-lac, care creează efect de aerografie și design aerat fără a folosi aerograf. Perfectă pentru unghii cu aspect delicat și profesionist.","3","63","70","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/f9aa4bd2698a9d19e7d68174837c9a29.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/a3a5e472d177054fb2bf255b6585c4ee.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/ca02c978bbe18bb471bfef8ceae2bf77.jpg","","","","",""
"","T0873","Design","Duze Pentru Air Brash 5buc.","Aeropuffing / Ombre Stick. Tehnologie modernă pentru designul unghiilor cu gel-lac, care creează efect de aerografie și design aerat fără a folosi aerograf. Perfectă pentru unghii cu aspect delicat și profesionist.","9","25","30","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/b0e63171cbfaa6a1496ac694fc98741d.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/f9f6a31bb515e0d9727b8c0ea7f99a1b.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/44b00789b01e570aebdfcfae61ad6dfc.jpg","","","","",""
"","3059","Design","Aplicator Pentru Crystale","Aplicator pentru cristale cu capăt din silicon, perfect pentru preluarea și poziționarea precisă a pietricelelor decorative pe unghii. Ușor de utilizat și delicat cu suprafața cristalelor, oferă rezultate profesionale în manichiură.","10","35","45","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/443b8abd234dee029e26210c94a6ff91.webp","","","","",""
"","T2202","TEHNICA","Aspirator 001A","Aspirator profesional de masă pentru manichiură și pedichiură, conceput pentru colectarea eficientă a prafului. Motorul puternic de 100 W asigură o absorbție constantă la 4500 rpm, iar filtrul HEPA reține chiar și cele mai fine particule, menținând aerul curat și sigur în timpul lucrului.","2","297","350","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/f2f036d6840d8f8de8cc93fe0dba5423.webp https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/aea58821b69419cbb59f88927779e3df.webp","","","","",""
"","T2203","TEHNICA","Aspirator BQ-858-10","Aspirator profesional de masă pentru manichiură și pedichiură, conceput pentru colectarea eficientă a prafului. Motorul puternic de 100 W asigură o absorbție constantă la 4500 rpm, iar filtrul HEPA reține chiar și cele mai fine particule, menținând aerul curat și sigur în timpul lucrului.","0","700","","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/ba236d6fb697c42ccb4e5b4c49d5c464.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/055388f9663c39c2dd42bc44ed7cb2fa.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/41fa22c02e90a16b9158239f5d823fcb.jpg","","","","",""
"","T2204","TEHNICA","Aspirator BQ-858-11","Aspirator profesional de masă pentru manichiură și pedichiură, conceput pentru colectarea eficientă a prafului. Motorul puternic de 100 W asigură o absorbție constantă la 4500 rpm, iar filtrul HEPA reține chiar și cele mai fine particule, menținând aerul curat și sigur în timpul lucrului.","2","399","470","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/1c8dad43a0775098ec66d4ccf0327eac.webp https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/f2afd99028025252a7cfdcd547ef6089.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/5324aa4fee66a3b6aee2a59cf8734cdb.jpg","","","","",""
"","T2205","TEHNICA","Aspirator BQ-858-15","Model compact și performant, care absoarbe eficient praful datorită motorului de 100 W. Dispune de eco-filtru reutilizabil cu foi interschimbabile și regulator de viteză pentru lucru confortabil. Design modern, stabil și ideal pentru masa de lucru.","2","510","600","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/968c00714ef4d504671476fe84879a4b.webp https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/0fc307a8136f64f0e085770cd9a092a6.webp https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/6b5094d2cd31013f4abd48b4a13e8f6b.webp","","","","",""
"","T2206","TEHNICA","Aspirator BQ-858-8","Aspirator profesional universal, compact și ușor de utilizat, cu dimensiuni de 22 × 23,5 × 9 cm, ideală pentru orice masă de lucru. Carcasa din plastic rezistent la impact suportă bine curățarea și dezinfectarea. Designul simplu și culoarea neutră se potrivesc perfect în orice interior.","1","552","650","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/7efddf74b65465903c29756bfa6e962e.webp","","","","",""
"","T2209","TEHNICA","Aspirator SC808-1","Aspirator profesional de masă pentru manichiură și pedichiură, conceput pentru colectarea eficientă a prafului. Motorul puternic de 100 W asigură o absorbție constantă la 4500 rpm, iar filtrul HEPA reține chiar și cele mai fine particule, menținând aerul curat și sigur în timpul lucrului","2","425","500","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/ecb5829be7f7b03eea1e78f8c5b6d50d.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/64789937bf714500615fff69168c7aff.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/07b52b835d27e569fda7f60290a184b1.jpg","","","","",""
"","T2210","TEHNICA","Aspirator WL-007 120W","Aspirator compact și puternic, ideal pentru manichiuriste și pasionații de Nail Art. Îndepărtează eficient praful generat la pilirea unghiilor, menținând spațiul curat. Are ventilator de 120W, 3 trepte de viteză, filtru reutilizabil și design silențios. Perfect pentru uz profesional sau acasă. Culoare: alb.","2","1062","1250","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/b4828e928447beba5d56064c166d75a1.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/4afeea25afb522be31e4fc6146ee68eb.jpg https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/736db855752c5f69f0d9546ce8a18c8d.jpg","","120 W","","",""
"DNK'a","T0036","Baze","DNK'a Cover  Base 12ml №0003 Passionate","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/597b434dcffc87393f8319b7277beb92.webp","12 ml","","Color","",""
"DNK'a","T0037","Baze","DNK'a Cover  Base 12ml №0005 Daring","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/6cfd0a514bea259e6aad1ee3d5791b0b.webp","12 ml","","Color","",""
"DNK'a","T0038","Baze","DNK'a Cover  Base 12ml №0007 Powerful","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","2","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/f3fed5fb98fb1989f4130086522c83b5.webp","12 ml","","Color","",""
"DNK'a","T0039","Baze","DNK'a Cover  Base 12ml №0009 Nice","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","1","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/54d85e5cd2deab04fb96494e35f7b0f1.jpg","12 ml","","Color","",""
"DNK'a","T0040","Baze","DNK'a Cover  Base 12ml №0010 Wonderful","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","1","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/7352849cf3969ca28b0472c31a831255.jpg","12 ml","","Color","",""
"DNK'a","T0041","Baze","DNK'a Cover  Base 12ml №0010A Lovely","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/d6fbc4f92a651de1810ef0e6e3257620.jpg","12 ml","","Color","",""
"DNK'a","T0042","Baze","DNK'a Cover  Base 12ml №0011 Famous","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","1","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/d1bc5638c228dee6eb376411ef3106e5.jpg","12 ml","","Color","",""
"DNK'a","T0043","Baze","DNK'a Cover  Base 12ml №0011A Happy","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","1","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/dfd76ffdc2b9456c20978bee9fc19ec1.jpg","12 ml","","Color","",""
"DNK'a","T0044","Baze","DNK'a Cover  Base 12ml №0014 Brave","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","2","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/bbd77ae933db95eda636f6ffd0e0c862.jpg","12 ml","","Color","",""
"DNK'a","T0045","Baze","DNK'a Cover  Base 12ml №0016 Sincere","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/320dc066408a6b5fe21afd392d3d18d6.webp","12 ml","","Color","",""
"DNK'a","T0046","Baze","DNK'a Cover  Base 12ml №0017 Kind","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/6c268593c0af42da7f43f2c2410f531e.jpg","12 ml","","Color","",""
"DNK'a","T0047","Baze","DNK'a Cover  Base 12ml №0018 Dreamy","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/c797804d71d2500dd53ce8890a511b14.jpg","12 ml","","Color","",""
"DNK'a","T0048","Baze","DNK'a Cover  Base 12ml №0019 Fresh","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/f052dd68d0a821f2a831c08b31a21ed9.jpg","12 ml","","Color","",""
"DNK'a","T0049","Baze","DNK'a Cover  Base 12ml №0021 Sunny","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/0b6ce2656bbfc98518a8778684a4710d.jpg","12 ml","","Color","",""
"DNK'a","T0050","Baze","DNK'a Cover  Base 12ml №0022 Naive","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/eb25f860ecdb79aab77390969949c7c2.jpg","12 ml","","Color","",""
"DNK'a","T0051","Baze","DNK'a Cover  Base 12ml №0023 Tender","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/c39f69ccb6190cc89f30302258c5822c.jpg","12 ml","","Color","",""
"DNK'a","T0052","Baze","DNK'a Cover  Base 12ml №0024 Creative","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/ed5103553bec87f3cae4c2da62eac952.webp","12 ml","","Color","",""
"DNK'a","T0053","Baze","DNK'a Cover  Base 12ml №0025 Pretty","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","3","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/87b6adffda9f56519077987d0ad2e60e.jpg","12 ml","","Color","",""
"DNK'a","T0054","Baze","DNK'a Cover  Base 12ml №0031 Business","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","1","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/09c417e418930e72bd9b9f5aac05d7dc.jpg","12 ml","","Color","",""
"DNK'a","T0055","Baze","DNK'a Cover  Base 12ml №0032 Soulful","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","2","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/acf9073b5fd7999a5ed79e1ac5f665d7.jpg","12 ml","","Color","",""
"DNK'a","T0056","Baze","DNK'a Cover  Base 12ml №0033 Esthetic","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","1","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/0275044d2c9800227196994f64157845.webp","12 ml","","Color","",""
"DNK'a","T0057","Baze","DNK'a Cover  Base 12ml №0034 Modest","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","1","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/cfbbb5d1e3d06c5483306e0537257b09.jpg","12 ml","","Color","",""
"DNK'a","T0058","Baze","DNK'a Cover  Base 12ml №0035 Perfectionist","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","1","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/6462072ab13836444b4c3f7613b3bd58.jpg","12 ml","","Color","",""
"DNK'a","T0059","Baze","DNK'a Cover  Base 12ml №0036 Elegant","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","1","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/929fe1ed13dfdfa264d5ed6b87b8ea5e.jpg","12 ml","","Color","",""
"DNK'a","T0060","Baze","DNK'a Cover  Base 12ml №0037 Cute","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","1","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/backup/T0060.jpg","12 ml","","Color","",""
"DNK'a","T0061","Baze","DNK'a Cover  Base 12ml №0037A Supreme","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/a94ff2fc1c782c624f3e091d83b24c5b.jpg","12 ml","","Color","",""
"DNK'a","T0062","Baze","DNK'a Cover  Base 12ml №0038 Flirty","DNK'a Cover Base – baze colorate de camuflaj de înaltă calitate, cu formulă inovatoare pentru acoperire rapidă și uniformă a unghiei naturale. Autonivelante, cu densitate și rigiditate medie, se aplică ușor, oferind luciu perfect și rezistență 3-4 săptămâni fără ciobire sau decojire. Fiecare flacon are ghid de culoare pentru alegerea rapidă.","0","148","165","https://pub-bdc9e7e148164007b19e2753ba1b49b9.r2.dev/1cee48bc0d9e557452af045566557686.jpg","12 ml","","Color","",""
